L'Isle Sonnante (1562)	https://renom.univ-tours.fr/fr/index/corpus/francois-rabelais/l-isle-sonnante-1562	B751131011_RES_P_Y2_1349_tei.xml
La Sciomachie (1549)	https://renom.univ-tours.fr/fr/index/corpus/francois-rabelais/la-sciomachie-1549	XBSB_Rabelais_Sciomachie1549_tei.xml
